year,round,date,start_time,attendance,home_team_score,away_team_score,rain_fall,home_team_id,away_team_id,name,stadium_id
2018,R20,2018-08-04,16:05,50377,96,93,1.8,1,13,Adelaide Oval,27
2018,R20,2018-08-04,14:10,18395,104,107,0.0,2,12,Gabba,166
2018,R20,2018-08-04,13:45,68857,107,103,2.2,10,5,M.C.G.,24
2018,R20,2018-08-03,19:50,67054,85,82,0.0,14,7,M.C.G.,24
2018,R19,2018-07-29,14:40,41845,53,112,0.0,6,10,Perth Stadium,26
2018,R19,2018-07-29,15:20,6450,34,78,10.4,18,13,Eureka Stadium,131
2018,R19,2018-07-29,13:10,11176,81,41,3.2,12,17,Bellerive Oval,44
2018,R19,2018-07-28,19:10,45880,77,90,0.0,1,11,Adelaide Oval,27
2018,R19,2018-07-28,19:25,10776,44,79,0.0,8,3,Carrara,67
2018,R19,2018-07-28,16:35,12014,86,61,0.0,9,15,Sydney Showground,73
2018,R19,2018-07-28,14:10,28226,120,78,0.0,7,2,Kardinia Park,160
2018,R19,2018-07-28,13:45,88180,105,77,0.8,14,4,M.C.G.,24
2018,R19,2018-07-27,19:50,42251,109,66,0.0,5,16,Docklands,50
2018,R18,2018-07-22,16:10,34693,58,80,0.0,13,9,Adelaide Oval,27
2018,R18,2018-07-22,13:20,46854,100,46,20.2,17,18,Perth Stadium,26
2018,R18,2018-07-22,13:10,30405,52,124,0.0,3,10,Docklands,50
2018,R18,2018-07-21,19:25,30125,100,98,2.6,7,11,Kardinia Park,160
2018,R18,2018-07-21,19:25,20475,88,93,0.0,2,1,Gabba,166
2018,R18,2018-07-21,16:35,31564,99,70,0.8,5,6,Docklands,50
2018,R18,2018-07-21,14:10,32565,64,88,0.0,16,8,S.C.G.,68
2018,R18,2018-07-21,13:45,50393,130,64,0.8,4,12,M.C.G.,24
2018,R18,2018-07-20,19:50,36269,57,111,5.4,15,14,Docklands,50
2018,R17,2018-07-15,14:40,33190,59,50,23.4,6,13,Perth Stadium,26
2018,R17,2018-07-15,15:20,25633,98,104,0.0,12,16,Docklands,50
2018,R17,2018-07-15,13:10,53439,67,102,0.0,4,17,M.C.G.,24
2018,R17,2018-07-14,19:25,14456,79,77,0.0,9,14,Sydney Showground,73
2018,R17,2018-07-14,19:25,13061,51,95,0.0,8,5,Carrara,67
2018,R17,2018-07-14,16:35,31053,119,69,0.0,11,18,M.C.G.,24
2018,R17,2018-07-14,13:45,12557,65,98,0.0,10,2,York Park,152
2018,R17,2018-07-13,19:50,33780,116,52,0.0,15,3,Docklands,50
2018,R17,2018-07-12,19:20,46095,112,97,1.8,1,7,Adelaide Oval,27
2018,R16,2018-07-08,14:40,52105,86,75,0.0,17,9,Perth Stadium,26
2018,R16,2018-07-08,15:20,69868,62,78,0.0,5,4,M.C.G.,24
2018,R16,2018-07-08,13:10,14389,95,58,0.0,12,8,Docklands,50
2018,R16,2018-07-07,19:10,8689,102,48,0.0,11,6,Marrara Oval,12
2018,R16,2018-07-07,19:25,35320,59,122,0.0,18,10,Docklands,50
2018,R16,2018-07-07,16:05,36253,86,50,9.0,13,15,Adelaide Oval,27
2018,R16,2018-07-07,13:45,21074,120,55,2.6,2,3,Gabba,166
2018,R16,2018-07-06,19:50,54934,103,56,0.0,14,1,M.C.G.,24
2018,R16,2018-07-05,19:20,34363,59,71,0.2,16,7,S.C.G.,68
2018,R15,2018-07-01,14:40,41674,64,119,0.0,6,2,Perth Stadium,26
2018,R15,2018-07-01,15:20,45580,125,108,0.6,5,12,Docklands,50
2018,R15,2018-07-01,13:10,38910,117,119,0.6,11,15,M.C.G.,24
2018,R15,2018-06-30,19:25,10866,95,84,0.0,9,10,Sydney Showground,73
2018,R15,2018-06-30,19:25,13637,60,99,0.2,8,4,Carrara,67
2018,R15,2018-06-30,16:05,44771,88,78,4.0,1,17,Adelaide Oval,27
2018,R15,2018-06-30,13:45,26562,69,90,1.2,3,13,M.C.G.,24
2018,R15,2018-06-29,19:50,29499,103,101,0.0,18,7,Docklands,50
2018,R15,2018-06-28,19:20,43519,93,67,0.0,14,16,Docklands,50
2018,R14,2018-06-24,15:20,53706,79,59,0.0,4,3,M.C.G.,24
2018,R14,2018-06-23,19:25,26301,75,77,0.0,18,12,Docklands,50
2018,R14,2018-06-23,16:35,11267,82,109,0.0,2,9,Gabba,166
2018,R14,2018-06-23,13:45,9007,96,43,0.2,10,8,York Park,152
2018,R14,2018-06-22,19:20,40751,75,65,0.0,13,11,Adelaide Oval,27
2018,R14,2018-06-21,18:10,51409,52,80,0.0,17,5,Perth Stadium,26
2018,R13,2018-06-17,15:20,46423,65,83,18.8,7,14,M.C.G.,24
2018,R13,2018-06-16,19:25,26693,88,32,2.2,10,1,M.C.G.,24
2018,R13,2018-06-16,16:35,10181,78,80,0.0,8,15,Carrara,67
2018,R13,2018-06-16,13:45,21430,46,103,2.2,3,6,Docklands,50
2018,R13,2018-06-15,19:50,36402,72,57,0.0,16,17,S.C.G.,68
2018,R13,2018-06-14,19:20,26137,132,75,2.4,13,18,Adelaide Oval,27
2018,R12,2018-06-11,15:20,83518,91,133,0.0,11,4,M.C.G.,24
2018,R12,2018-06-10,14:40,33421,71,68,21.8,6,1,Perth Stadium,26
2018,R12,2018-06-10,13:10,20476,62,84,0.8,2,5,Gabba,166
2018,R12,2018-06-09,19:25,27569,55,126,4.0,15,16,Docklands,50
2018,R12,2018-06-09,16:35,7131,134,26,9.0,9,8,Sydney Showground,73
2018,R12,2018-06-09,13:45,31265,96,59,0.0,7,12,Kardinia Park,160
2018,R12,2018-06-08,19:20,39936,72,58,3.0,13,14,Adelaide Oval,27
2018,R11,2018-06-03,16:10,44120,81,97,0.0,1,9,Adelaide Oval,27
2018,R11,2018-06-03,15:20,34542,138,77,0.0,4,6,M.C.G.,24
2018,R11,2018-06-03,13:10,22133,141,87,0.0,12,2,Docklands,50
2018,R11,2018-06-02,18:10,54188,101,88,0.0,17,15,Perth Stadium,26
2018,R11,2018-06-02,19:25,81046,43,114,0.0,5,14,M.C.G.,24
2018,R11,2018-06-02,16:35,17490,36,121,0.0,8,7,Carrara,67
2018,R11,2018-06-02,14:10,13007,64,61,0.0,10,13,York Park,152
2018,R11,2018-06-02,13:45,28485,51,100,0.0,18,11,Docklands,50
2018,R11,2018-06-01,19:50,27351,91,61,0.8,16,3,S.C.G.,68
2018,R1,2018-03-25,16:20,53553,86,115,0.0,17,16,Perth Stadium,26
2018,R1,2018-03-25,15:20,54112,94,97,15.0,11,7,M.C.G.,24
2018,R1,2018-03-25,13:10,10454,133,51,,9,18,Manuka Oval,167
2018,R1,2018-03-24,19:25,58051,101,67,0.6,10,4,M.C.G.,24
2018,R1,2018-03-24,18:25,3722,55,39,8.2,8,12,Cazaly's Stadium,75
2018,R1,2018-03-24,16:05,38324,110,60,0.0,13,6,Adelaide Oval,27
2018,R1,2018-03-24,15:35,23731,107,82,0.6,15,2,Docklands,50
2018,R1,2018-03-23,19:50,43016,99,87,0.0,5,1,Docklands,50
2018,R1,2018-03-22,19:25,90151,121,95,0.0,14,3,M.C.G.,24
2018,R10,2018-05-27,14:40,37575,58,86,4.2,6,12,Perth Stadium,26
2018,R10,2018-05-27,14:50,6989,146,55,0.0,11,1,Traeger Park,64
2018,R10,2018-05-27,13:10,28077,60,75,0.0,10,17,Docklands,50
2018,R10,2018-05-26,19:25,10789,60,95,0.0,9,5,Sydney Showground,73
2018,R10,2018-05-26,19:25,31090,73,45,0.0,7,3,Kardinia Park,160
2018,R10,2018-05-26,16:35,18702,49,67,0.0,2,16,Gabba,166
2018,R10,2018-05-26,13:45,48850,105,77,0.0,14,15,M.C.G.,24
2018,R10,2018-05-25,19:50,37985,90,55,0.0,4,18,Docklands,50
2018,QF,2018-09-08,18:10,59585,86,70,2.6,17,4,Perth Stadium,26
2018,QF,2018-09-06,19:20,91446,95,64,0.2,14,10,M.C.G.,24
2018,PF,2018-09-22,13:20,59608,121,55,0.0,17,11,Perth Stadium,26
2018,PF,2018-09-21,19:50,94959,58,97,0.0,14,4,M.C.G.,24
2018,GF,2018-09-29,14:30,100022,79,74,1.7,17,4,M.C.G.,24
2018,EF,2018-09-08,16:20,40350,30,79,30.4,16,9,S.C.G.,68
2018,EF,2018-09-07,19:50,91767,75,46,3.6,11,7,M.C.G.,24
