year,player_id,rebounds,inside_50s,clearances,contested_possessions,team_id
2018,2010658214,5,1,0,5,14
2018,2010658214,2,0,0,2,14
2018,2016652024,2,0,0,3,15
2018,2016652024,4,0,0,3,15
2018,2014651814,0,2,5,9,15
2018,2012674793,0,1,1,7,16
2018,2016655002,0,2,0,2,16
2018,2016655002,4,1,0,5,16
2018,2015662872,2,1,0,6,17
2018,2016676071,0,0,0,2,17
